Category,SubCategory,Extension,Products
Pantry,Canned Food & Instant Meals,Instant Noodles,65
Pantry,Condiments,Mayonnaise,61
Pantry,Condiments,Mustard,20
Pantry,Condiments,Sweet Chilli & Hot Sauce,66
Pantry,Condiments,Tomato & BBQ Sauce,60
Pantry,Condiments,Pickled Vegetables,217
Pantry,Condiments,Salad Dressings,104
Pantry,Desserts,"Custard, Cream & Yoghurt",17
Pantry,Desserts,"Ice Cream Cones, Syrups & Toppings",35
Pantry,Desserts,Jelly,38
Pantry,Desserts,Puddings,14
Pantry,Desserts,Ready to Freeze Ice Blocks,7
Pantry,Health Foods,Health Breakfast Food & Spread,41
Pantry,Health Foods,Health Cooking & Pasta,213
Pantry,Health Foods,Health Snacks & Drinks,188
Pantry,Herbs & Spices,Dried Herbs & Spices,57
Pantry,Herbs & Spices,Salt & Pepper,118
Pantry,International Foods,Asian,696
Pantry,International Foods,European,33
Pantry,International Foods,Indian,317
Pantry,International Foods,Mexican,118
Pantry,International Foods,Middle Eastern,158
Pantry,International Foods,South African,28
Pantry,International Foods,UK Foods,59
Pantry,"Pasta, Rice & Grains",Beans & Legumes,32
Pantry,"Pasta, Rice & Grains",Rice,145
Pantry,"Sauce, Oil & Vinegar",Marinades & Seasoning,20
Pantry,"Sauce, Oil & Vinegar",Pizza & Pasta Sauce,179
Pantry,"Sauce, Oil & Vinegar",Soy & Asian Sauces,17
Pantry,"Sauce, Oil & Vinegar",Stock & Gravy,119
Pantry,Snacks & Confectionery,Biscuits & Cookies,190
Pantry,Snacks & Confectionery,Chocolate Bars,109
Pantry,Snacks & Confectionery,Chocolate Blocks,183
Pantry,Snacks & Confectionery,Chocolate Box,64
Pantry,Snacks & Confectionery,Corn Chips & Salsa,29
Pantry,Snacks & Confectionery,Lollies,186
Pantry,Snacks & Confectionery,Muesli Bars & Snack,423
Pantry,Tea & Coffee,Black Tea,105
Pantry,Tea & Coffee,Green Tea,26
Pantry,Tea & Coffee,Herbal & Specialty Tea,94
Pantry,Tea & Coffee,Ground Coffee,63
Fruit & Veg,Fruit,Apples & Pears,22
Fruit & Veg,Fruit,Bananas,7
Fruit & Veg,Fruit,Berries & Cherries,13
Fruit & Veg,Fruit,Grapes,10
Fruit & Veg,Fruit,Melons & Mangoes,18
Fruit & Veg,Fruit,Pineapples & Kiwi Fruit,8
Fruit & Veg,Fruit,Tropical & Exotic Fruit,10
Fruit & Veg,Organic,Organic Fruit,8
Fruit & Veg,Organic,Organic Vegetables,43
Fruit & Veg,Salad,Herbs,50
Fruit & Veg,Salad,Sprouts,4
Fruit & Veg,Vegetables,"Broccoli, Cauliflower & Cabbage",9
Fruit & Veg,Vegetables,Capsicum & Mushrooms,24
Fruit & Veg,Vegetables,Onions & Leeks,13
Fruit & Veg,Vegetables,Cucumber,7
Fruit & Veg,Vegetables,Potatoes & Pumpkins,32
Fruit & Veg,Vegetables,Tomatoes,23
Fruit & Veg,Vegetables,"Zucchini, Eggplant & Squash",8
"Poultry, Meat & Seafood",BBQ Meat & Seafood,Burgers & Sausages,70
"Poultry, Meat & Seafood",BBQ Meat & Seafood,Kebabs,6
"Poultry, Meat & Seafood",Seafood,Crab & Lobster,2
"Poultry, Meat & Seafood",Seafood,Prepacked Seafood,40
Freezer,Chips & Wedges,Chips,52
Freezer,Chips & Wedges,Hashbrowns,6
Freezer,Chips & Wedges,Wedges,3
Freezer,Frozen Desserts,Assorted Desserts,19
Freezer,Frozen Desserts,Cakes & Cheesecakes,18
Freezer,Frozen Desserts,Dessert Pies & Pastries,8
Freezer,Frozen Fruit,Berries & Tropical,41
Freezer,Frozen Meat,Chicken Pieces & Nuggets,56
Freezer,Frozen Party Food,Pastry Sheets,17
Freezer,Frozen Party Food,"Pies, Pastries & Quiches",103
Freezer,Frozen Pizzas,Pizzas,42
Freezer,Frozen Seafood,Fish Fillets,58
Freezer,Frozen Seafood,Fish Fingers & Cakes,17
Freezer,Frozen Seafood,Frozen Seafood,108
Freezer,Frozen Vegetables,Beans & Peas,12
Freezer,Frozen Vegetables,Corn,6
Freezer,Frozen Vegetables,Mixed Vegetables,29
Freezer,Frozen Vegetables,Other Vegetables,19
Freezer,Frozen Vegetables,Steam Packs,7
Freezer,Ice Cream,Frozen Yoghurt,6
Freezer,Ice Cream,Gelato & Sorbet,12
Freezer,Ice Cream,Ice Cream Sticks & Cones,216
Freezer,Ice Cream,Ice Cream Tubs,171
Freezer,Ice Cream,Premium Ice Cream,208
Bakery,In-Store Bakery,Bread Rolls,205
Bakery,In-Store Bakery,Donuts & Cookies,42
Bakery,Packaged Bread & Bakery,Gluten Free Bakery,50
Bakery,Packaged Bread & Bakery,Packaged Bread,229
Bakery,Packaged Bread & Bakery,Pizza Bases,17
Pet,"Birds, Fish & Small Pets",Bird Treats,15
Pet,"Birds, Fish & Small Pets",Small Pets Food,8
Pet,Cat & Kitten,Dry Cat Food,84
Pet,Cat & Kitten,Kitten Food,24
Pet,Dog & Puppy,Puppy Food,25
Drinks,Chilled Drinks,Chilled Soft Drinks & Energy Drinks,53
Drinks,Chilled Drinks,Chilled Water,7
Drinks,Coffee,Coffee Beans,124
Drinks,Coffee,Coffee Capsules,106
Drinks,Coffee,Ground Coffee,60
Drinks,Coffee,Instant & Flavoured Coffee,86
Drinks,"Cordials, Juices & Iced Teas",Chilled Juices,269
Drinks,"Cordials, Juices & Iced Teas",Cordials,87
Drinks,"Cordials, Juices & Iced Teas",Iced Teas,19
Drinks,Flavoured Milk,Drinking Chocolate,13
Drinks,Flavoured Milk,Drinks & Powders,75
Drinks,Flavoured Milk,Kids Milk,7
Drinks,Long Life Milk,Almond Milk,23
Drinks,Long Life Milk,Lactose Free Milk,9
Drinks,Long Life Milk,Oat & Rice Milk,25
Drinks,Long Life Milk,Powdered Milk,4
Drinks,Long Life Milk,Soy Milk,13
Drinks,Soft Drinks,Mixers,101
Drinks,Soft Drinks,Soft Drink Bottles,93
Drinks,Soft Drinks,Soft Drink Cans,71
Drinks,Sports & Energy Drinks,Energy Drinks,74
Drinks,Sports & Energy Drinks,Sports Drinks,39
Drinks,Tea,Black Tea,105
Drinks,Tea,Green Tea,26
Drinks,Tea,Herbal & Specialty Tea,94
Drinks,Water,Flavoured & Coconut Water,16
Drinks,Water,Sparkling Water,75
Drinks,Water,Still Water,37
Deli & Chilled Meats,Deli Meats,Deli Poultry,17
Deli & Chilled Meats,Deli Meats,Sliced & Shaved Deli Meat,8
Deli & Chilled Meats,Deli Specialties,Gourmet Cheese,234
Deli & Chilled Meats,Deli Specialties,Platters,10
Deli & Chilled Meats,Ready to Eat Meals,Chilled Quiches & Pies,1
"Dairy, Eggs & Fridge",Cheese,Block Cheese,54
"Dairy, Eggs & Fridge",Cheese,Fetta & Goat's Cheese,26
"Dairy, Eggs & Fridge",Cheese,Sliced Cheese,57
"Dairy, Eggs & Fridge",Cheese,Snacking Cheese,82
"Dairy, Eggs & Fridge",Cheese,Soft Cheese,72
"Dairy, Eggs & Fridge","Cream, Custard & Desserts",Cream,33
"Dairy, Eggs & Fridge","Cream, Custard & Desserts",Custard,19
"Dairy, Eggs & Fridge",Dips & Pate,Dips,152
"Dairy, Eggs & Fridge",Dips & Pate,"Pate, Paste & Caviar",6
"Dairy, Eggs & Fridge","Eggs, Butter & Margarine",Butter & Margarine,111
"Dairy, Eggs & Fridge","Eggs, Butter & Margarine",Eggs,88
"Dairy, Eggs & Fridge",Fresh Pasta & Sauces,Fresh Pasta & Noodles,68
"Dairy, Eggs & Fridge",Fresh Pasta & Sauces,Pasta Sauces,26
"Dairy, Eggs & Fridge",Milk,Flavoured Milk,224
"Dairy, Eggs & Fridge",Milk,Full Cream Milk,92
"Dairy, Eggs & Fridge",Milk,Lactose Free Milk,9
"Dairy, Eggs & Fridge",Milk,Long Life Milk,19
"Dairy, Eggs & Fridge",Milk,Skim & Reduced Fat Milk,95
"Dairy, Eggs & Fridge",Ready to Eat Meals,Chilled Pizza & Bread,30
"Dairy, Eggs & Fridge",Ready to Eat Meals,Chilled Ready Meals,78
"Dairy, Eggs & Fridge",Ready to Eat Meals,Chilled Soup,39
"Dairy, Eggs & Fridge",Ready to Eat Meals,Indian Meals,20
"Dairy, Eggs & Fridge",Ready to Eat Meals,Italian Meals,133
"Dairy, Eggs & Fridge",Vegetarian & Vegan,Vegetarian & Meat Free,13
Health & Beauty,Cosmetics,Lips,81
Health & Beauty,Cosmetics,Nails,28
Health & Beauty,Dental Care,Denture Care,10
Health & Beauty,Dental Care,Floss & Mouthwash,39
Health & Beauty,Dental Care,Toothbrushes,275
Health & Beauty,Dental Care,Toothpaste,163
Health & Beauty,Hair Care,Colouring,211
Health & Beauty,Hair Care,Hair Accessories & Brushes,144
Health & Beauty,Hair Care,Mens Hair Care,52
Health & Beauty,Hair Care,Shampoo & Conditioner,445
Health & Beauty,Hair Care,Styling Products,167
Health & Beauty,Skin Care,Body Moisturiser,84
Health & Beauty,Skin Care,Face Moisturiser,257
Health & Beauty,Skin Care,183 Hand Moisturiser,17
Health & Beauty,Skin Care,Lip Care,37
Health & Beauty,Skin Care,Self-Tanning,49
Health & Beauty,Personal Care & Hygiene,Contraception & Sexual Health,78
Health & Beauty,Personal Care & Hygiene,Female Deodorants & Body Sprays,119
Health & Beauty,Personal Care & Hygiene,Male Deodorants & Body Sprays,114
Health & Beauty,Personal Care & Hygiene,Pregnancy Tests,16
Health & Beauty,Shaving & Hair Removal,After Shave Care,38
Health & Beauty,Shaving & Hair Removal,Shave Gel & Foam,27
Health & Beauty,First Aid & Medicinal,Antiseptic,20
Health & Beauty,First Aid & Medicinal,Bandaids & Bandages,60
Health & Beauty,First Aid & Medicinal,"Cold, Flu & Allergies",114
Health & Beauty,First Aid & Medicinal,Cotton Wool & Cotton Buds,6
Health & Beauty,First Aid & Medicinal,Medicinal Oils & Ointments,42
Health & Beauty,First Aid & Medicinal,Quit Smoking,40
Health & Beauty,Vitamins,Brain & Heart Health,42
Health & Beauty,Vitamins,Detox & Digestion,72
Health & Beauty,Vitamins,"Hair, Skin & Nails",56
Health & Beauty,Vitamins,Others,111
